id,quote,image,tag,likes,author
5807,"She just smiled, said that she loved books more than anything, and started telling him excitedly what each of the ones in her lap was about. And Ove realised that he wanted to hear her talking about the things she loved for the rest of his life.",https://images.gr-assets.com/authors/1493098924p2/6485178.jpg,conversation,536,Fredrik Backman
5808,"Imagine life is a game in which you are juggling five balls. The balls are called work, family, health, friends, and integrity. And you're keeping all of them in the air. But one day you finally come to understand that work is a rubber ball. If you drop it, it will bounce back. The other four balls...are made of glass. If you drop one of these, it will be irrevocably scuffed, nicked, perhaps even shattered.",https://images.gr-assets.com/authors/1468347205p2/3780.jpg,life,536,James Patterson
5809,"I hate to say it, but shit really does happen. You just have to get over it. Beat the hell out of it by doing things that make you happy.",https://images.gr-assets.com/authors/1437506345p2/5437976.jpg,life,536,J.A. Redmerski
5810,"When I lost my sight, Werner, people said I was brave. When my father left, people said I was brave. But it is not bravery; I have no choice. I wake up and live my life. Don't you do the same?",https://images.gr-assets.com/authors/1417812584p2/28186.jpg,bravery,535,Anthony Doerr
5811,Perfectly Imperfect,https://images.gr-assets.com/authors/1574364064p2/4491185.jpg,inspirational,533,Steve Maraboli
5812,We are unusual and tragic and alive.,https://images.gr-assets.com/authors/1432065054p2/3371.jpg,life,527,dave eggers
5813,"To each there comes in their lifetime a special moment when they are figuratively tapped on the shoulder and offered the chance to do a very special thing, unique to them and fitted to their talents. What a tragedy if that moment finds them unprepared or unqualified for that which could have been their finest hour.",https://images.gr-assets.com/authors/1306133803p2/14033.jpg,life,634,Sir Winston Churchill
5814,"Personally, I dont like inherently happy people. I dont trust them. I think theres something seriously wrong with anyone who isnt at least a little let down by the world.",https://images.gr-assets.com/authors/1554172944p2/65959.jpg,optimists,610,Tiffanie DeBartolo
5815,7 Effective Ways to Make Others Feel Important,,gratitude,608,Roy T. Bennett
5816,Don't live down to expectations. Go out there and do something remarkable.,https://images.gr-assets.com/authors/1207026232p2/42.jpg,inspirational,600,Wendy Wasserstein
5817,"I suffer from life and from other people. I cant look at reality face to face. Even the sun discourages and depresses me. Only at night and all alone, withdrawn, forgotten and lost, with no connection to anything real or useful  only then do I find myself and feel comforted.",https://images.gr-assets.com/authors/1427039317p2/7816.jpg,reality,595,Fernando Pessoa
5818,The hardest thing about the road not taken is that you never know where it might have led.,https://images.gr-assets.com/authors/1488145859p2/178832.jpg,life,594,Lisa Wingate
5819,You made me feel alive again.,https://images.gr-assets.com/authors/1257816454p2/2995873.jpg,love,587,Julie Kagawa
5820,"If the path before you is clear, you're probably on someone else's.",https://images.gr-assets.com/authors/1429114498p2/20105.jpg,life,582,Joseph Campbell
5821,"Hard is trying to rebuild yourself, piece by piece, with no instruction book, and no clue as to where all the important bits are supposed to go.",https://images.gr-assets.com/authors/1422915487p2/2929.jpg,life,577,Nick Hornby
5822,"Madame, all stories, if continued far enough, end in death, and he is no true-story teller who would keep that from you.",https://images.gr-assets.com/authors/1574217836p2/1455.jpg,honesty,573,"Hemingway, Ernest"
5823,What you stay focused on will grow.,,grow,563,Roy T. Bennett
5824,"When things do not go your way, remember that every challenge  every adversity  contains within it the seeds of opportunity and growth.",,challenge,558,Roy T. Bennett
5825,All the world's a stage and most of us are desperately unrehearsed.,https://images.gr-assets.com/authors/1251317358p2/11582.jpg,drama,554,Seán O'Casey
5826,"Make the most of the best and the best of the worst, and keep your standards high. Never settle for anything less than you deserve or are capable of achieving.",,inspirational,553,Roy T. Bennett
5827,"Dare I say I miss him? I do. I miss him. I still see him in my dreams. They are nightmares mostly, but nightmares tinged with love.",https://images.gr-assets.com/authors/1454012903p2/811.jpg,martel,547,Yann Martel
5828,"I was in the biggest breakdown of my life when I stopped crying long enough to let the words of my epiphany really sink in. That whore, karma, had finally made her way around, and had just bitch-slapped me right across the face. The realization only made me cry harder.",https://images.gr-assets.com/authors/1379547566p2/3116741.jpg,heartbreak,546,Jennifer Salaiz
5829,The one who falls and gets up is stronger than the one who never tried. Do not fear failure but rather fear not trying.,,fearless,545,Roy T. Bennett
5830,"So much working, reading, thinking, living to do! A lifetime is not long enough.",https://images.gr-assets.com/authors/1373572652p2/4379.jpg,plath,541,Sylvia Plath
5831,Berterimakasihlah pada segala yang memberi kehidupan.,https://images.gr-assets.com/authors/1189683798p2/101823.jpg,love,540,Pramoedya Ananta Toer
5832,"Do you believe a man can truly love a woman and constantly betray her?Never mind physically but betray her in his mind,in the very poetry of his soul.Well,it's not easy but men do it all the time.",https://images.gr-assets.com/authors/1379918709p2/12605.jpg,hurt,533,Mario Puzo
5833,"People who lack the clarity, courage, or determination to follow their own dreams will often find ways to discourage yours. When you change for the better, the people around you will be inspired to change also....but only after doing their best to make you stop. Live your truth and don't EVER stop.",https://images.gr-assets.com/authors/1574364064p2/4491185.jpg,change,529,Steve Maraboli
5834,"We lead our lives like water flowing down a hill, going more or less in one direction until we splash into something that forces us to find a new course.",https://images.gr-assets.com/authors/1193518006p2/614.jpg,life,528,Arthur Golden
5835,This is how the entire course of a life can be changed: by doing nothing.,https://images.gr-assets.com/authors/1404240951p2/2408.jpg,life,520,Ian McEwan
5836,"You were born to stand out, stop trying to fit in.",,be-yourself,520,Roy T. Bennett
5837,"I know it's not easy for you, living this life, but try to remember, always try to remember, you're not the only one with troubles.",https://images.gr-assets.com/authors/1224474224p2/324620.jpg,troubles,517,Laini Taylor
5838,"There are a lot of things I wish I would have done, instead of just sitting around and complaining about having a boring life.",https://images.gr-assets.com/authors/1437780927p2/33041.jpg,life,516,Kurt Cobain
5839,"We, unaccustomed to courage",https://images.gr-assets.com/authors/1379017377p2/3503.jpg,fear,515,Maya Angelou
5840,One way of looking at speech is to say that it is a constant stratagem to cover nakedness.,https://images.gr-assets.com/authors/1210188251p2/1197.jpg,life,514,Harold Pinter
5841,Everyone enjoys being acknowledged and appreciated. Sometimes even the simplest act of gratitude can change someone's entire day. Take the time to recognize and value the people around you and appreciate those who make a difference in your lives.,,gratitude,511,Roy T. Bennett
5842,"Change may not always bring growth, but there is no growth without change.",,growth,487,Roy T. Bennett
5843,Unrequited love is the infinite curse of a lonely heart.,,inspiration,662,Christina Westover
5844,"I believe that life is a game, that life is a cruel joke, and that life is what happens when you're alive and that you might as well lie back and enjoy it.",https://images.gr-assets.com/authors/1234150163p2/1221698.jpg,life,589,Neil Gaiman
